Rating,Review
2.0,"I enjoy the Newman's Own Pretzels on a regular basis and decided to start buying them by the case as my local grocery store stopped carrying them.  The first two cases I bought from a different distributor were fine, however in the last case I purchased from Amazon, all the pretzels tasted stale, although the bags weren't out of expiration and didn't appear to be opened.  I was very disappointed with this batch."
1.0,"I purchased the Waggin' Train brand Duck Jerky and my dog became sick immediately. He was throwing up and also began to lose hair on his ear. Luckily I only given about 10 pieces in the week that I purchased the jerky. I immediately stopped giving him the treats since that was the only new item introduced. Lucky for me, my dog was able to recover from the issues brought on by the jerky. Don't ever buy anything that you can ingest which is made in China. Or better yet, just don't buy anything made in china."
2.0,"The jars arrived sticky, which means that sealing did not work properly.<br />It is also nice to do some reading from the tag that came with the product:<br /><br />""Along with international recognition, our products have also been awarded many prizes due to the above merits. Our first prize - Hors Concurs, (international Trade Exhibition, London was awarded in 1932""<br /><br />Hello! That was 80 years ago! No new award since then - ha, ha! I can see why! Besides, it is like saying ""I am pretty; I was Miss Kentucky 80 years ago""... Right!<br /><br />As for the ""thyme flavor"", you may try garlic instead. An attentive reader will say: ""wait, garlic has no thyme flavor""! Exactly!"
1.0,"I was devastated by this product, even angry. Don't they think, the manufacturers of this otherwise great product, that folks who spend their hard-earned money buying blueberries, are trying to eat a natural health enhacing food?<br /><br />Why contaminate these big, beautiful berries with one of the most horrible sugars ever invented by mankind. Yes, these blueberries are bathed with High Fructuose Corn Syrup. In fact, they have so much of this Genetically Modified sugar that eating a few of them mad me cough uncontrollably! The only way I could eat these blueberries was after washing them for 15 min in running water and this was not enough.<br /><br />Worse. Where foes it say in their advertisment that this supposedly natural product is contaminated with GM HFCS? I think, we consumers, should be able to look at a lable before we spend our cash. Please do not buy this product if you are looking for a natural diet!<br /><br />Why not sweeten this product with the new US approved sweetener Stevia?"
1.0,"This stuff tastes totally awesome; I would give it five stars for taste alone.  The price, however leaves much to be desired.  At my local Costco, they sell a 44 oz. tub of this for only $6.95.  Not only do you pay drastically less, but you also get an additional 8 ounces of delicious pub mix as well.<br /><br />I highly recommend this item, but do what I do and get it from Costco.  For a company that calls itself 'Top Notch Bargains', I think their prices are a notch or two above that of Whole Foods."
2.0,"I find that even with the gain on maximum, the volume is not very loud.  I use it with a Shure SM57 mic and my Macbook (using Audacity).  One must be very close to the mike and speak somewhat loudly.  When I use the Shure mics with a mixer (the ""analog"" way), there are no volume problems.<br /><br />It is simple to set up, being almost ""plug and play"".  You have to choose the input source."
1.0,"this item gets only 1 star from me because the green apple flavored floss sugar tastes nasty nasty nasty. its so bitter tasting your whole face puckers up. its not a sweet sour taste. its more like koolaide with no sugar in it. luckily i was able to add some banana flavored floss sugar to the green apple floss sugar and it sweetened it up some. i have tried other flavors of floss sugar, blue raspberry, strawberry, pink vanilla and banana and this is the first flavor i absolutely hate. LOL , i dont blame the seller though. i always purchase my sugar from paragon and will continue to do so. i will just stick to the flavors i know taste good <a href=""http://www.amazon.com/gp/product/B002WF5JW0"">Paragon Magic Cotton Candy Floss, 4-Pound Easy Pour Bottle (Green Apple)</a>"
1.0,"...but these taste like cardboard. The texture is reminiscent of cardboard too. I grew up loving ginger snaps and when our go-to brand was no longer available at our grocery store, we gave these a try. Needless to say, I soon stopped eating ginger snaps. They are hard as rocks out of the box, yet when they get stale you can bend them almost in half before they fall apart. Stay away. I just picked up a different brand after all these years and now I'm reminded what I've been missing."
2.0,"I have been buying <a href=""http://www.amazon.com/gp/product/B001942GAI"">Brothers-ALL-Natural Variety Pack Crisps (Fuji Apple, Asian Pear, Strawberry/Banana),  2 - 12-Count  Bags</a> for quite some time and have really enjoyed them, as have my grandchildren.  I thought this brand of fruit snacks would give us some different fruits to try.  The first one I tried was the mango.  It was okay.  Chewier than I would have liked, but the flavor was acceptable.  then I tried the banana.  It was bad.  I threw it away.  This makes me reluctant to try the other flavors.  I guess I just like the ones that are crispy rather than chewy.  I think the crispy ones are easier for the little ones to eat as well.  Both come in a package that is a good size to take along."
2.0,"This order arrived in a timely fashion and was well packed, but when I opened the box, I found all the gummi bears had melted together in one big lump within the 12 individual packages. I didn't think gummi bears would melt, but believe me, they will. Each bag contained one big colorful mass of gummis. My grandchildren ate the gummis anyway, after I took a knife and chopped the lumps into smaller pieces. The candies were harder and tougher than other gummis, but I could not tell you if that is normal or a result of the melting. As to taste, who can say when you are eating a combination of flavors in every bite. I do live in Texas and the weather is hot, but not unreasonable this time of year. I will not be ordering anymore perishables from Amazon, ever."
2.0,"The people saying, ""these are the best chocolate truffles I've ever tasted"" have obviously never tasted a real chocolate truffle.  These things, while they'll satisfy a sweet tooth, are NOT chocolate.  Search the box; you won't see the word ""chocolate"" anywhere.  They are made of vegetable oil flavored with some cocoa.  Try a Teuscher's Champagne Truffle, and then tell me if these vegetable oil balls are still ""the best truffle"".  Not even close.  Not even in the same universe as a real truffle."
1.0,"Here's the email I wrote to the Lindt company after my first taste of the ""new"" version:<br /><br />Hello,<br />I have loved your 70% Excellence bar since I first discovered it 3 years ago. The slight tang of fruity notes was very unique and simply delightful. Also - knowing that only the highest quality chocolate is made with enough cocoa butter to preclude the need for soy lecithin, I was impressed that your 70% Excellence bar was soy-free. Like many other Americans, I typically avoid soy for health reasons.<br /><br />However, your new version of the 70% Excellence bar is entirely a disappointment. Its bland flavor is not disagreeable but it certainly lacks the character of your previous recipe. And I see that the quality of ingredients has also been sacrificed - the 70% bar now contains soy lecithin. This chocolate no longer stands out from any other chocolate available on store shelves.<br /><br />I will now be buying my chocolate from a different company. But if at some future time you decide to resume your previous version of the 70% Excellence bar, I will be pleased to buy from Lindt again."
2.0,"OK, so ordering something like this off of Amazon has its risks.  I also noticed before ordering that the order would be from Amazon's warehouses so that helped lower the expectations as well.  In short, these are chocolate covered pretzels... sort of.  When I received them they were sadly packaged for such a delicate item.  The chocolate was broken off of most of the pretzels so some degree and many pretzels were broken as well.  What I ended up receiving was a back of semi-chocolate covered pretzel pieces and many chocolate pieces  They also had a hint of staleness to them as if they had been on the shelf a wee bit too long.  Poor production?  Bad storage?  Violent shipping?  Is hard to tell where things went wrong but one thing is for sure, I won't be buying these again."
1.0,"Horrendous texture and even worse taste!  Bar was waxy, dense and bland tasting with NO semblence of pecan pie flavor whatsoever.  My expectations were reasonable considering that this is a nutritional product rather than an actual slice of pecan pie, but it was so awful I had to throw it away after 2 bites, followed by a thorough rinse-and-spit session with a glass of cold water.  Blah!  Sorry Larabar,  I tried to like you..."
2.0,"I was expecting a hot honey peanut but got a honey peanut with a slight chipolte flavor not in the least bit hot. They were good but just not what I was expecting thus the 2 star rating. If you are looking for a good, slightly different flavored honey peanut then this is for you. But if you want it to be in the least little bit hot or spicy then this is not for you."
1.0,"I read ingredients SO carefully. In my local pet store I decided to get my boys something different and bought them this treat. Checked the ingredients and they seemed fine. Brand is ""Beefeaters USA"". After a few weeks my dog was vomiting, had bloody stool, and drinking a lot of water. Five hundred dollars later after xrays and blood panels he came back cancer-free and with nothing blocking his system.<br /><br />Puzzled, I googled some of the brands of treats I was feeding them, and information on the organic dog food I feed them. Beefeaters is made in China AND is on the list of tainted dog treats. Thinking it was only chicken jerky I did not think to check.<br /><br />I learned the hard way. I will now either make their treats or make sure it is safe before buying."
1.0,"I wish I would have read more of the reviews before I  ordered this ""sampler"".  I have had the same issue as many others: 1/4 of mine were all the same flavor, and two flavors weren't even on the list of POSSIBLES.  They were Eggnog and Gingerbread, CLEARLY leftover from the holiday season and who knows how old.  Like many others, I understand that you can't get one of everything...or could you????? Wouldn't it be wonderful if these were pre-packaged with DIFFERENT ones from the selections listed?"
2.0,"The first ingredient is sugar, the second is nondairy creamer which is made of corn syrup solids, partially hydrogenated coconut oil, sodium casenate dipotassium phosphate etc. There isn't anything real about this product. In addition, these artificial ingredients are some of the worse for your health. The claim that it has 0 trans fat and so it's okay to ingest, doesn't tell the true story - that hydrogenated coconut oil is terrible for peoples health (cholesterol). What's even odder is that coffee (instant) is way down the list, and as far as pumpkin, well there isn't a drop of pumpkin or spice to be found!<br /><br />However, if you're one that doesn't sweat the ingredients list, I can say that as advertised this instant (just add boiling water or hot milk) coffee pumpkin spice drink does produce a frothy latte foam (reminds one of a chemical reaction in science class). The color is of a milky light tea. The taste is very sweet, and vaguely reminds one of cinnamon stick. Overall, not the best choice for a cold fall eve."
1.0,"Because this got such good reviews, I decided to try it as a substitute for my favorite Celestial Seasonings India Spice chai, which has disappeared from my local grocery store. This is some of the worst chai I've ever tasted. It had a very strong artificial vanilla flavor, and none of the after bite that good black teas should have. It was so bad that I could not force myself to finish the box. I do like their classic Constant Comment, but I cannot recommend this Vanilla Chai."
1.0,I am a fishing guide. I spend more time than most trying to ward off pesky misquitos. I have been useing cutter products with good success. I saw the reviews and decided to try the cutter advanced....Advanced means better right?...WRONG! ..Big Mistake!! This stuff is almost worthless. It may be better than nothing but I have apllied  3 times as much 5 times as often. Despite this..  I am continually being eaten alive by misquitos using this product. Its a wonder to me that it is still on the market? Do Not waste your money like I did.
1.0,"Received product within the 4 days; however, tried two pipes and they were hard and tasted old.  Being a black licorice fanatic, that is totally unacceptable!  I emailed them and was told a replacement box was on its way.  Waited over a week and still no replacement.  Emailed them again and inquired as to status and wanted a response....where is replacement and finally if not sent give me a refund.  Finally after no response, Amazon refunded my money.  I usually buy my licorice pipes locally but decided to order thru this company due to it's good rating.  However, I would not recommend them after my experience -- two weeks to not receive my licorice and then have to go buy it locally anyway.  Next time I will save myself the inconvenience and frustration and just go buy it locally....at least I know it will be fresh and not a stale, hard handy that has been sitting on a shelf for who knows how long, plus poor customer service.  Who needs to be treated this way?????"
2.0,"I typically buy <a href=""http://www.amazon.com/gp/product/B00008US57"">Balance Bar Complete Nutrition Energy Bar, Peanut Butter  - 15 Count</a> but I wanted to try something else and Amazon had a sale going on for the thinkThin Protein Bar so I got the chunky peanut butter version. I was very disappointed, the bars did not have any type of creamy texture that you get from peanut butter. I had issues actually swallowing a bite from the bar. I needed to drink a glass of water while I ate to even finish it. The taste of the bar was okay at best, I mean it faded after a few moments probably due to the massive amount of water it took to finish it. The bar did have little chunks of peanuts so that was pleasing but other then that it just wasn't very good.  I wanted to like this but I don't so I can't recommend this item to anyone who is just looking for a quick bite in bar form that isn't a candy variety."
1.0,"I put my cat on Evo for 2 years, she got a urinary tract infection.I had to change her food. Right after I changed her food. I found out Evo is terrible for animals, the food is causing alot of health problems.I got a letter in the mail stating there is a lawsuit against Innova Evo plus all Natura products.I'm currently in the lawsuit myself.. Evo lied about the ingredients in all their products...DO NOT BUY EVO AND NATURA PRODUCTS!!! (such as Innova Evo, California Natural, Healthwise, Mother Nature, and Karma Dog)Google it, it's called PetproductsSettlement.com.. It's for a $2,150,000 settlement"
2.0,"When I first saw this product I thought it was an awesome idea.  Rooibos tea mixed with espresso beans... YAY! But, unfortunately, this was my mistake and I read the package wrong.  This is simply rooibos tea blended in an espresso ""fashion"".  That is, finely.  Nothing else.  It is a very clever product, but I see no point to it.  If you want to try a great Rooibos tea try Tick Tock.  This product isn't even organic... it's natural.  I just don't see the point."
1.0,"This was unspeakably bad.  Tasked like raw chemicals and I love cider enough to tolerate a minor bad taste.  Afraid to try the caramel that I also bought.  I guess the 1 carb should have been fair warning to avoid at all costs.<br /><br />Would have returned, but cannot.  Too nasty to even bring in to work and pawn off on unsuspecting co-workers for fear the clients might have some and keel over."
1.0,"MSG is the sodium salt of the amino acid glutamic acid and a form of glutamate. It is sold as a fine white crystal substance, similar in appearance to salt or sugar. It does not have a distinct flavor of its own, and how it adds flavor to other foods is not fully understood. Many scientists believe that MSG stimulates glutamate receptors in the tongue to augment meat-like flavors. -- FDA"
2.0,"I read the 4+ star reviews and bought a bag, looking for a lower cost source for flavorful dark-roast coffee.  The coffee contains unripe beans, recognizable by their lighter color.  These 'quakers' (as they are known in the coffee trade) impart an off-taste to the coffee. It does not have a full-bodied french (dark) roast flavor.  The coffee beans are not well-selected, nor are they sorted after roasting to remove the unripe beans.  Overall, the beans do not exhibit much 'oily' character, and lack the full flavor I want in a dark-roast coffee.  Sorry, this was a disappointment and I will not be buying more."
1.0,"<a href=""http://www.amazon.com/gp/product/B0029JX6TM"">DOLE PINEAPPLE JUICE 6 PK</a><br /><br />One can buy this EXACT same product in most grocery stores for about $5.00, so what justifies this kind of OUTRAGEOUS pricing, not to mention the out of line S&H?<br />Shame on AMZ!<br /><br />This is a wonderful product made to look bad by this practice.  I use this in my homemade ketchup or pineapple sorbet and YUMM!  But go to the local grocery and buy it at a MUCH MORE REASONABLE price."
2.0,"In my opinion, this is not a good roast for espresso.  It is described on the package as a medium roast, but it looks and tastes like a very light roast.  For taste reference, I actually prefer a dark roast.<br /><br />It also tastes very old, however, as there is no date on the package I have no way to tell the age of the roast.<br /><br />I will not buy this particular variety again."
1.0,"Like the other reviewers wrote, GNATS!!!! I first noticed little clear worms in my soil, and soon I had little black flies buzzing around. I tried everything I could to get rid of them, including drenching the soil with chamomile tea (I know that moist soil helps them, but chamomile is supposed to kill the larvae), but last night I found more larvae in my pot! I sprinkled the surface with cinnamon, which I read helps, but I have little faith. One of my pots a strange green moss-like thing growing across the surface. I've since bought cheapo stuff that has no problem with bugs or moss! I didn't think I had to look up reviews for something like potting soil from a reputable company like Miracle-Gro, but obviously I was wrong. Stay away!!!"
2.0,"I like having 3-4 different shampoo and conditioners on the go,  so when I was offered this on Amazon vine,  even though I didn't know the brand,  I thought,  what the hey,  and ordered it.  I received a shampoo and conditioner that were the same brand but not identical titles. One thing I didn't like straight away was that it wasn't blatantly clear which was the shampoo and which was the conditioner,  I like to know without squinting at the bottles.<br /><br />I used the shampoo and my hair felt heavy and dull and greasy.  It was a weirdly humid day so I thought I would give it another chance,  and this time used it without the same brand conditioner,  but it still gave me limp hair,  and certainly  my hair was not shinier or did the color come out more...  It actually made my hair look sad and I won't use it again."
2.0,"I've been using another brand (ordered online) for several years, so I know that product very well.  I use it in all foods in place of sugar.  I like coffee for dessert, so used 3 drops per cup, which is much sweeter than most people like it. I ordered this product only because it was a good price and it comes in multiples of a small size bottle( to keep in different locations).  I had to use at least 8 drops to equal the sweetness I'm used to. There's obviously a lot more water in this brand....hence the lower price, I assume. Maybe this wouldn't matter to some , but it was a deal breaker for me."
1.0,"Based on the stellar reviews, I bought this for my Husky Shepherd dog, Juneau. He would get all the treats out of the KONG so I decided to get him another toy to keep him occupied when I was away. The first few days he attempted to get the treats out of the busy buddy were not successful. He would sniff, push, sniff, push. The hard plastic made a lot of NOISE. Sometimes Juneau would drop the KONG down a flight of stairs to get the treat. I didn't mind the rubber KONG bouncing around. But imagine hard plastic hitting my hardwood and marble floors!<br /><br />After a week of use, I had trouble getting the cap back on. I found myself being the Busy Buddy, trying to get the cap to stay on! We tried to like this product but it just had to go back. I can imagine this toy might be better for those with carpet."
2.0,"These cookies taste good, BUT they didn't arrive intact.  I may have had two out of the 9 cookies in full shape.  The rest were pieces; mainly crumbs.  I have 6 boxes of crumbs ( because I used the subscibe and save) and will probably use for pie crusts or cheesecake crust.<br />Its  disappointing so far as just wanting a couple yummy cookies once in awhile !  Didn't want to have to bake to use. : ("
1.0,"The ordering and delivery process was painless and efficient, very well handled. I do have a problem with the product! The ""Original"" Necco wafers they have come out with bear no resemblance to any product that I have seen in the last 63 years. The colors are washed out, muddy and difficult to tell apart! The only flavor that is distinct is in the ,now gray, Black licorice wafer,the licorice flavor is volatile and flavors the rest of the package. The rest of the flavors are too weak to compete! Another once dependable product gone to hell!"
1.0,"This was my favourite brand of cod liver, it's hard to find in Toronto, so I buy a dozen at a time when I find it. However, the last purchase, every one of the cans I opened was very lightly packed, about one third liver and the rest just oil. Even worse, the liver had dark, grey spots that would turn my stomach just looking at them. Perhaps good cod liver has become a thing of the past, like many other delicacies. I would prefer if they just raised the price to whatever it needs to be to provide the quality that we deserve when we spend our hard earned money, or, if that's not possible, just let the fish live and make soyburgers or something."
2.0,"I have had my Aerogarden for about nine months.  I am definitely not impressed.  I planted my first set of gourmet herbs which came with the garden, and all I ever got to harvest and use was tons of basil, more than I could ever use, and a little cilantro.  The dill, mint, chives, and parsley never grew big enough to use.  And I was really looking forward to picking fresh sprigs of mint anytime I wanted to make a mojito.  I have been waiting months for that mojito.  My results never looked anything like the big bushes of herbs they show on the infomercials.  I planted my second round of herbs about 6 weeks ago.  This time, most of my herbs did not even germinate.  And my pump rattles ridiculously loud.  I e-mailed the company and they are more than helpful and are sending out a new seed kit and a new pump.  I am not looking forward to installing that pump after reading others experiences.  For the money, it is not worth the very small amount of useable herbs."
2.0,I wouldn't have purchased a $30 five pound chunk of gummy bear except it was the perfect silly gift for my college graduating daughter as gummy bears were an important staple of her childhood and we shared many a bag of delicious gummy worms over the years.<br /><br />She and her friends ate the ears and nibbled a bit here and there and then she asked me if she could throw it out...enough is enough and it got stale fast.
1.0,"I've had several different kinds of banana nut coffee, have LOVED them all and was SO excited to get this 4 pack of coffee beans!!  Complete and utter disappointment.  This tasted like fingernail polish smells.  It's not the coffee machine, I recently got a DeLonghi and everything is wonderful made in it.  EXCEPT THIS COFFEE BEAN.  Now I have 3 full, unopened packages of horrible coffee beans and I can't return them!  This makes me extremely unhappy."
2.0,"I came home with this brand from the hospital, so I automatically assumed it to be good for the baby.. instead what I found was that my baby would be screaming for more when I did not feed her timingly on the dot, which in turn I found out was because she had basically come off a sugar high and wanted more.  I had switched to an organic brand by earth's best which tasted a lot less sugary and she never screamed for more milk... plus it lasted longer in her belly.  They get around not having to label sugar because it's under 'lactose'... but you need your mommy tastebuds to figure it out.  I would not recommend similac or any other highly sugary formula.."
1.0,"I used Fresh Step and Scoop Away cat litters for many years and was quick to tell any of my cat owner friends that they were the best ""bang for the buck"" litters. They clumped hard, making the chore of cleaning the cat box a relatively easy one. Sometime around 6 months ago, that all changed. Now, they form a sludge in the cat box that is nearly impossible to scrape out. The amount of effort necessary to clean the box could easily induce a muscle strain or hernia for those unfortunate enough to purchase one of these litters. Both products are made by the Clorox Pet products Co. Consider yourself warned!"
1.0,"I read about these on [...] and decided to try them.  I bought the variety pack so as not to get stuck with one flavor if I didn't like them.  I really tried to like these because of the health benefits but I ended up throwing out the whole case after tasting one of each flavor.  If you are looking for these as a substitute for potato chips, forget it.  They really do taste like dissolving cardboard.  Stick with baked Lays!"
1.0,"No weight, count, no description at all.  $16+ cost PLUS $20 Shipping for what?  If anyone wants a slice of bacon for $36.00 USD - I'll ship anywhere in the World for $36.00.  And it will be fresh and crispy and ready to eat WHEN I Mail It.  But don't expect much in Quantity.<br />DESCRIPTION OF PRODUCT does not have the actually information needed.  So this product can not in any way be ligitimate."
1.0,"Well, I thought I'd buy some gum to help me with snacking during the day. Bad move. After chewing this gum regularly for a few days, I developed a lip rash and now I'm currently on a corticosteroid prescribed by my doctor. I had to work from one one day this week also. I see the primary ingrediant is Phenylalanine or Aspartame, a nuero toxin.<br /><br />Had I known I would never have purchased this toxic product."
2.0,"Why does Ambrosoli-HoneesEnergy have ""added"" Vitamins with the first DOMINANT ingredients being SUGAR and CORN SYRUP?<br /><br />With the natural antioxidants, enzymes, vitamins, and energizers provided by bees through [[B003SO9QZA: RAW]] honey, it is questionable why this processed food was heated with contains added stuff.<br /><br />In fact, the package arrived sticky with the liquid honey dripping out of each plastic-wrapped candy, which made each piece icky to open.  Nonetheless, after reading the ingredients - with honey being the third after sugar and corn syrup, we decided to recycle this treat with our friendly outdoor insects in the yard."
2.0,I bought this product hoping it would be useful for outlining and decorating cookies but the dispenser is too big and there's very little control in how much icing comes out and the end result is a very sloppy design. It's actually great for flooding (filling in the already outlined space). The frosting is also very runny and that's without microwaving it as the directions say. I will stick to my homemade royal icing with a white coloring for a much better outcome.
1.0,"After waiting a ridiculous amount of time for my case of 15 5oz bags to arrive, upon opening the box noticed that every bag had been chewed open by a mouse.  Don't know if it is still in the box, but it is outside on the porch.  When my son gets home, I'm going to have pictures taken and email to Amazon.  The outside Amazon box was intact, so it had to be either from the Kettle Chips people or the Amazon warehouse, don't know which.  I will never buy these again from Amazon.  I cannot tell you how disgusted I am with this purchase.  It makes me sick to think about it!<br /><br />I included pictures at the top of the page.  Poor little mousie must have high cholesterol now.<br /><br />Update:  I forgot to mention that I offered to email the above pictures of the mouse damage to Amazon but was told they didn't want them."
2.0,"I've only eaten the KIND bar once, and it was definitely not this flavor but I didn't realize it until I opened it up and tasted it.  I love mango. I love macadamia. But in this bar, together, they are not great.  It's not bad... just not my cup of tea. The mango is a little too artificial and I don't get the macadamia crunch so I would say try another flavor."
2.0,"The flavors you immediately notice after the first sip of this tea, are hisbiscus flowers and chamoile. The Pomegranate and Raspberry flavors and the green tea are all buried and very faint! If you are looking for a tea to wind down your hectic life, this is not a bad tea at all. If you are looking for an excellent blend of Pomegranate and Raspberry flavors in green tea, you maybe be very disappointed like I do."
1.0,"Nasty, nasty, nasty!  Much too salty!  If the ""more spice"" version is still far too salty, then this original kind is even worse.  I can't taste the spices at all.  The salt overwhelms them.<br /><br />I have 17 ounces of this stuff to use up (I bought one container, not 12, thank goodness).  Rather than just throw it away, I'll use it up as salt and not expect to taste any flavors."
1.0,"First let me say that the product itself is excellent and I have no problems with it. This review is mainly about Amazon's idea of proper packaging. I ordered this with super saver shipping and it will be the last time. from now on I will order from another vendor and pay for shipping.<br /><br />When I received the package it was stained and 3 cans had been so severely damaged that they were leaking, 2 others were questionable and 7 others were severely dented but safe to use( I work in a canning facility so I know how to test vacuum in cans). The product was packaged with no padding at all in a box that was a good deal larger than the item. I saved no money at all on free shipping as I had to discard 5 cans of an already expensive cat food."
1.0,"Everytime I get this shipment delivered, the cans are broken and the food leaked out and there are bugs everywhere. I have to throw away part of the the shipment and go through the disgust and hassle of cleaning it up. This is the third shipment we received like this (I had one shipment damaged and had the shipments on automatic renew each month and the last shipments were damaged too) and I am fed up. I posted a comment to the seller about this after the frst shipment and never received a response and the problem keeps happening. SO NOT WORTH IT and I AM VERY UNHAPPY!!!! I am going to the local Walmart to get it there is not much of a difference in price and at least I know I am not getting bugs shipped to my home and having to throw out cans that are damaged. I cancelled my future shipments and DO NOT recommend anyone order this product from Amazon."
1.0,"they pulled the old bait and switch, nothing to see here now folks. once a five star sauce lineup has become a 1 star mess. my advice? fire whatever new chefs you hired, because i prefer the cheaper pasty sauces over this chunky seed mess. apparently they must've forgotten what cheesecloth is, i shouldnt have to strain their sauces myself just to get an average flavor that totally is not worth 9 bucks anymore."
1.0,"I am so sorry to have to give this a negative review, but there is absolutely no way that I can use it.<br /><br />I salt everything people normally salt, and probably use more.<br /><br />However, after lightly ""salting the air"" above the popcorn, it was too salty to eat.<br />WAY too salty. I can't imagine anyone being able to use this!<br /><br />I cannot stress how little I used, and I tried it twice."
1.0,"I relied on the Special K name when I chose this cereal.  The pecan variety was wonderful so, after reviewing the grain content, I figured that Protein Plus would be comparable.  I could not have been more wrong.  After an hour of chewing, I finally choked down a bowl.  Was almost late for work.  It tasted like ""All Bran"" from the 60's, but worse.  I asked my spouse if he tried it and without coaching, he said after chewing forever, he finally got through a bowl.  'Nuff said.  Kellogs, try again.  Worst cereal I've ever had in 50+ years."
1.0,"I love oil based hair treatments.<br />My hair is thick and coarse, so I like the smoothing effect along with the moisture.I am a regular user of Ojan oil  and Argan Oil.<br /><br />However when I received this product I was disappointed to find the first ingredient is mineral oil!<br />Do Cosmetic companies think we consumers are idiots and don't read labels!<br />The scent did not bother me, but don't expect any treatment benefits from this product- who know what percentage of this actually contains more of the nourishing oils like Shea, Argan and coconut?<br />No wonder it is so inexpensive."
1.0,Refer to the picture I posted above.  The bar is half the size you think it is going to be...It is literally a two-bite bar.  Very deceptive advertising.  That and the fact that they are ridiculously expensive is the reason for the one star.  My 10 year old son ate one and didn't like them. I ate one and agreed as did my husband.  Couldn't give it away!  Everyone has different tastes but these are no tasty treat as far as I'm concerned.
2.0,"My favorite, sodium-free, organic beef broth only comes in cans so I switched back to Swanson's. What a mistake. First of all, this brand has 440mg of sodium per cup (compared to 130mg for the organic brand) but it still has lots of extra ingredients to make up for the the 50% sodium that's removed. I had a hard time finding a list of ingredients before I purchased so I'll make it easy for you.<br /><br />Ingredients: Beef Stock.<br />Contains less than 2% of the following: Yeast Extract, MSG, Caramel Color, Maltodextrin, Glycerine, Onion Juice Concentrate, Beef Extract, Flavoring, Gum Arabic, Disodium Inosinate, Sodium Guanylate, Triglycerides, Vegetable Oil, Xanthan Gum, Soy Lecithin.<br /><br />I never thought I'd say MSG WASN'T the worst thing about a food product, but in this case it's not. This broth is terribly watered down and the dominate taste is CARAMEL, not beef. I don't remember having this problem with Swanson's broth several years ago. All I can suggest is that you taste a plain, heated cup of this stuff before you buy a dozen and put it in your cooking. I found it gives an odd, dark and bitter taste to my dishes. Bon Appetit!"
1.0,"Just open the package and start huffing. The fumes alone will get you going. Seriously, these have the same acrid, chemical bite as a dry erase marker. PHEW!<br /><br />If you're brave enough (or stupid enough, after that smell) to eat a stick, get your trash can ready. This stuff is NASTY. Like seriously, seriously nasty with a hint of green apple. It's like chewing on a green apple stick made of gasoline. YUCK.<br /><br />I'm not picky about my gum, I'm really not, but I wound up spitting this out. When I dared a green-apple loving co-worker to eat one, he bit half of it off, chewed it for a few seconds, then said ""Okay, I'm done"" and spit it out.<br /><br />I suggested we keep it around for interviewees; it would be a great test of character and we could evaluate how our candidate handles the pressure of being offered a piece of gum and then discovering it was poisonous, but it didn't fly.<br /><br />Anyway, stay far, far away from this one."
2.0,"I've been a Fig Newton fan for over 30 years, and was delighted to try the new Newton Thins.  What a disappointment.  Original Newtons live in a chewy-fruity world of texture-taste sensation.  The Newton Thins are supposed to be crisp, but are more crisp-ish, while the fig is negligible and tasteless.<br /><br />The concept is a good one.  If this cookie had been done with cranberry or something punchier than fig in small doses it probably would have fared better.  Likewise doing a fig cookie more like the danish cookies would also have been a good concept transference.  Instead, the Newton Thin tries to be a cookie AND a Newton and it can't be both; which I guess is why the old tagline was, ""it's not a cookie... it's a Newton""."
1.0,"I thought that this was natural energy from the vegetables, but it has green tea in it.  Anytime something has green tea, that means that it's loaded with caffeine.  They almost got me but thank god that I read the ingredient cafefully.  The energy is not coming from the vegetables.  The energy is coming from the caffeine.  What a waste!  I want natural energy.  I'll just stick to my alkalized raw food diet."
1.0,"I ordered this Rougie GOOSE Foie Gras about a year ago and it was pretty good.  I went to my account and pulled up the exact same Rougie Goose Foie Gras that I had previously ordered.  The title at the top said ""Rougie Goose Foie Gras"". I did not look closely at the product assuming that the title was not a lie and because it was the same product that I previously ordered.  When it came, I received DUCK foie gras with port wine.  When I checked the amazon page, it was titled GOOSE FOIS Gras, yet upon closer inspection the details said duck.  Of course this is non-refundable. Buyer beware of this BAIT AND SWITCH."
1.0,"The coffee leaves a bitter aftertaste and I always have to brush my teeth after drinking this coffee. This is the first KCup that I've ever tried that is decaf, but I don't recommend. I always get a headache after drinking this, but continue to drink it just because I don't want to take a loss. If I run out of my regular flavors, I have this as a backup. Before writing this review, I've decided to throw the rest out. My suggestion is to try a flavored coffee, because the caffeine content isn't as high as the other full bodied coffees. As another reviewer mentioned this coffee has methylene chloride which may be the reason I get those headaches. Try at your own risk. A lot of people enjoy this decaf blend, so don't take my word for it. I'm just sharing my experience."
2.0,"well, my husband, myself and my 12 year old son sampled this drink. My husband hated it. I felt like it was OK, but nothing to write home about. The taste to me was too orangey and for a ""natural"" product it sure didn't taste like one. My 12 year old liked it. He also likes gummy worms and sour straws, so you can take his review for what it is.<br /><br />I personally wouldn't buy this product.<br />2 stars"
